ID_g;ID_File;LWD63;LWD125;LWD250;LWD500;LWD1000;LWD2000;LWD4000;LWD8000;P10;P25;P50;P75;P90;Alpha;T
298;15;56,50106329;63,1132515;66,75832559;69,74849767;66,56312274;56,73577108;48,4442856;36,01845321;-60,20599913;-52,46710665;-46,06524661;-41,12114894;-37,86471824;6;13
299;15;57,27691603;62,77311108;66,15891473;68,54292436;67,83478883;58,23335958;48,79227259;37,24816967;-60,20599913;-52,35645687;-45,85466928;-41,06103874;-37,80274968;6,5;14
300;15;57,81635525;65,89878571;68,69536256;71,67129399;68,77479452;60,75993923;53,92820282;39,93648684;-58,48770656;-50,48447719;-43,82334959;-38,92152051;-35,80547406;7;15
301;15;57,83201757;65,6440432;67,59392525;72,82884776;72,48471161;60,59664463;53,45409759;39,69414388;-57,63962959;-49,56046874;-42,999239;-37,68012332;-33,89183891;7,5;16
302;15;58,03008822;65,93942437;71,70777634;74,13196991;69,54168581;60,06013544;51,83442637;38,43488443;-55,82348131;-47,83196588;-41,42810278;-37,07274499;-33,87872813;8;17
303;15;57,34339169;63,73290331;67,16763328;72,78009543;69,33716467;61,12804205;52,01404524;37,9051386;-57,84401289;-49,72132315;-43,34290144;-38,69049919;-35,31427239;8,5;18
304;15;57,5734185;65,11651824;68,92047067;72,47222352;68,70631629;62,011329;52,40184919;44,01387219;-58,05332156;-49,64052359;-43,0367591;-38,37705679;-35,28341662;9;19
305;15;57,34626461;64,46765151;66,29444045;69,32115825;64,865499;57,02193869;55,05339551;42,47158279;-61,68172342;-52,9243643;-46,06524661;-41,55398744;-38,30915761;9,5;20
306;16;38,98463618;55,57096974;61,67096391;60,29599296;53,65295207;45,73680869;31,98199309;19,55103237;-49,01983891;-40,37040574;-33,99744373;-29,62445348;-26,55858428;0;1
307;16;36,9241178;55,18063704;62,56569392;61,33501516;56,3608735;44,4226658;32,9166874;19,21754787;-48,03013165;-40,0446467;-33,45681391;-28,76891216;-25,36918471;0,5;2
308;16;35,63601569;56,20345201;63,04611964;59,40762684;53,53890938;43,39071305;31,87420422;21,7213339;-47,51141697;-40,11154419;-33,78750265;-29,29367247;-26,17140286;1;3
309;16;36,35549071;58,23871463;61,92471468;57,55904817;51,57848959;45,192553;32,12914154;18,06454793;-50,3089987;-41,81136597;-35,11565494;-30,46676894;-27,02194158;1,5;4
310;16;38,26486714;56,42322563;61,98227295;62,1386636;55,983399;51,63564238;41,17794163;26,46396512;-48,16479931;-40,15188127;-33,33290468;-28,2878116;-25,17464378;2;5
311;16;39,16773118;56,75589782;66,48289349;62,42575839;56,53368021;48,0707058;36,91260917;25,57809736;-45,02213511;-37,3613393;-30,71803121;-26,20491142;-23,36630304;2,5;6
312;16;39,2596919;55,83125643;64,07977859;60,38251386;58,51733351;52,18026892;37,55178298;24,09455546;-46,55858428;-38,57725261;-32,24719896;-27,61271129;-24,63393103;3;7
313;16;46,71657593;57,44120288;63,23164536;60,6270737;57,31544321;50,85699294;37,68159594;23,47440468;-48,16479931;-39,83406936;-33,0425415;-28,1512382;-24,98436477;3,5;8
314;16;47,16337399;55,25170743;60,90062714;60,1084241;54,33372725;47,42156132;34,23849817;20,59423082;-49,32463825;-41,06103874;-34,87726152;-30,15404314;-27,11765483;4;9
315;16;48,69229583;55,13331228;61,34691169;59,44805118;55,16280205;50,0830293;42,21479784;28,73826834;-50,48447719;-41,61762062;-34,86256456;-30,13699526;-26,82198675;4,5;10
316;16;46,66432501;57,21134753;61,61745308;60,70582557;62,78105573;52,60923327;39,98398499;24,53579222;-47,51141697;-39,37814543;-32,62442331;-27,63822053;-24,25285983;5;11
317;16;51,11219922;56,34311127;60,17386824;57,77747691;49,99163735;40,38129502;30,63507791;21,66683829;-50,3089987;-42,28098788;-35,85632025;-31,14728173;-28,02879639;5,5;12
318;16;51,37546381;56,76774928;61,03950817;57,81080256;54,60200043;45,61064931;31,68105602;19,84905546;-49,32463825;-41,61762062;-34,95104638;-30,00180359;-27,02194158;6;13
319;16;48,66579553;56,77658111;61,29658911;58,23310791;52,93983063;45,42888868;32,42004876;17,7494097;-49,64052359;-41,49081706;-34,71706887;-30,1882396;-26,99817716;6,5;14
320;16;41,74498867;55,38293573;60,54518707;59,23028973;52,44584316;43,70290862;31,98247596;24,05709791;-49,80288139;-41,68172342;-35,19150159;-30,71803121;-27,63694413;7;15
321;16;42,09946377;56,9029948;63,06449499;60,40320225;52,93068542;42,8797664;33,70798765;20,56085526;-49,01983891;-40,7665736;-34,13128135;-29,21673761;-25,83388963;7,5;16
322;16;41,4347522;56,57451685;61,88868717;60,3657492;52,97292805;42,96402759;31,78782748;17,57591488;-49,01983891;-41,12114894;-34,57397026;-29,73757365;-26,28105621;8;17
323;16;41,45342517;59,24906099;62,15680084;60,96952381;57,08045678;47,33047455;34,30358651;22,74837381;-46,44650673;-38,62237421;-32,51176427;-28,01677901;-25,13625304;8,5;18
324;16;40,72168455;59,99192547;62,23764082;61,31165891;52,97013901;43,83634883;32,47164851;19,84027713;-47,51141697;-39,73066469;-33,33290468;-28,45458581;-25,0599769;9;19
325;16;41,55513714;61,93446276;63,34257966;59,40718247;52,04714468;44,06697075;31,08694862;18,34912815;-47,14174886;-38,8052418;-32,46710665;-27,92388091;-25,06947487;9,5;20
326;17;13,37361554;25,40657953;33,22046443;41,49123037;37,58834777;34,47083141;24,5272123;3,511128912;-84,28839879;-74,74597369;-65,70002027;-58,05332156;-30,35253708;0;1
327;17;21,24721193;35,33386518;42,35905895;48,75517027;52,59717992;52,99803944;34,92540428;14,77349664;-40,34278762;-32,19308109;-25,67960689;-20,62585021;-16,38536696;0,5;2
328;17;22,21957103;36,91304434;44,14944053;49,48715406;50,70702174;47,82176557;33,41828195;16,51083772;-41,77877347;-33,55722993;-26,95674524;-21,98034958;-18,12693342;1;3
329;17;22,01194822;36,13578606;46,25964385;53,40810264;51,89271374;48,65818211;33,98467027;12,42059023;-39,23133817;-30,90206117;-24,0760405;-19,42515648;-16,17413126;1,5;4
330;17;27,03179747;34,10341166;45,57958999;53,28171227;53,96913508;51,25482224;35,17829166;12,92225237;-38,35509498;-29,92459592;-23,07066633;-18,39907426;-15,11866351;2;5
331;17;26,47648668;36,85064386;43,56420826;53,04251181;53,400571;48,37489511;32,81332992;14,3899431;-38,58402967;-30,61845243;-23,96863668;-19,04471838;-15,81316283;2,5;6
332;17;24,24566977;34,02074138;42,82558094;53,78652939;53,51794997;49,8898105;35,06332776;15,74984373;-38,11711051;-29,99552463;-23,39760358;-18,82374211;-15,80547267;3;7
333;17;24,68555974;38,84079251;44,75063114;49,12834232;51,13927437;48,0983231;34,15167009;16,30765594;-41,94629444;-33,74869741;-26,98039642;-22,12048133;-18,52565089;3,5;8
334;17;23,12799637;33,77881265;41,45592744;49,36824677;48,43603286;44,60289407;30,88064376;11,49349733;-42,85075864;-34,77497502;-28,09047385;-23,28080366;-19,96508074;4;9
335;17;21,32741493;32,90574331;40,57491726;46,8998089;45,5054693;43,48158783;29,67212177;12,40857622;-45,39874534;-37,20623;-30,62745802;-25,83388963;-22,39897621;4,5;10
336;17;22,58470945;32,50269587;39,20011796;46,19136679;47,87860123;46,54365307;35,80585962;19,31206307;-44,46387727;-36,277639;-29,67679134;-24,57537931;-21,11210585;5;11
337;17;19,51619584;35,45479805;41,01470511;47,34389893;42,8209082;44,57844643;31,89120958;11,34022327;-46,22659905;-38,11711051;-31,56867655;-26,51919243;-22,77016356;5,5;12
338;17;26,818168;36,01996181;43,31976623;51,79782855;47,88797842;50,5306295;36,66973779;17,3521059;-40,70885984;-32,70416318;-26,16169795;-21,45078453;-18,0658298;6;13
339;17;26,49937158;37,34959518;43,00525402;53,41135435;52,50690961;51,14802099;37,91423676;20,54429726;-38,25263385;-30,22257122;-23,67640435;-18,84460216;-15,65951515;6,5;14
340;17;23,66837826;37,59025786;48,45624051;53,89700829;52,19085873;50,07125394;37,83504031;17,71584983;-38,31133726;-30,08605148;-23,73122005;-18,67284904;-15,25098218;7;15
341;17;24,81980974;38,12766451;46,56614669;54,08915606;50,94691935;50,55160964;40,46004604;20,22005193;-38,66773144;-30,44909673;-23,98959179;-19,0346319;-15,80040426;7,5;16
342;17;25,64295799;37,93964758;44,87959542;50,55164747;49,90160643;49,99009636;39,59623338;19,80487396;-40,56623119;-32,36745864;-25,94354163;-20,94279081;-17,66998217;8;17
343;17;21,06403599;35,73886295;44,45815507;52,54102737;50,08841262;51,51697148;40,01904023;18,37140789;-39,88623703;-31,62913542;-24,87216657;-19,91243882;-16,35918096;8,5;18
344;17;24,83150899;36,34728542;45,05412619;54,45092145;54,79119459;50,90842181;36,6042385;18,30151398;-37,68012332;-29,37129488;-22,66505449;-17,99210104;-14,57538964;9;19
345;17;26,79824692;37,79044511;44,7978292;52,49171004;50,7067534;51,93304537;38,83463782;17,66138978;-38,7821717;-30,61845243;-23,88531815;-19,33875357;-16,15929846;9,5;20
346;18;68,69805089;71,55304606;78,16132078;78,47348285;77,32303109;70,84719103;60,78148412;58,63576001;-78,14232344;-69,46496667;-61,55819866;-55,35145065;-51,02391662;0;1
347;18;70,13740048;74,63081569;79,04555542;84,35252758;76,2766084;67,77398086;62,21864175;56,36869917;-74,06640536;-65,53200943;-58,25508471;-52,86564554;-49,02531027;0,5;2
348;18;71,86270502;72,43210531;78,65806127;78,12842263;72,15742904;66,63390534;63,55364445;60,0720848;-73,62346649;-65,52369364;-58,73522981;-53,9369043;-51,03095592;1;3
349;18;72,38792008;74,32626353;78,5492892;79,37491622;74,49268575;66,49546418;63,11321833;62,34325366;-72,65975314;-64,52528772;-58,03596068;-53,09183205;-49,54122218;1,5;4
350;18;69,86872473;74,34610071;77,33540182;76,18474595;70,46418255;62,7906721;58,86283198;58,83990515;-74,54529988;-66,68150719;-59,91510443;-55,17128662;-51,95577108;2;5
351;18;88,70216106;82,33535629;86,01049675;81,99264514;76,01260677;74,42982367;72,82701585;68,86531155;-63,88256539;-55,55558139;-48,25593044;-43,05223199;-39,65306552;2,5;6
352;18;72,62287074;74,34961034;78,23737994;73,85525568;67,92880605;64,24602377;60,07303648;62,80526933;-74,21407431;-65,73151179;-58,75673953;-54,1553655;-51,10467589;3;7
353;18;66,38228147;73,58474583;79,97942346;77,76050855;71,05954304;65,219863;60,72707381;61,83797011;-74,91153296;-66,9055986;-60,22882534;-55,36237115;-52,09580203;3,5;8
354;18;69,05351628;74,07638786;79,06245084;80,64176436;78,43168653;68,13059073;62,08848411;60,01093463;-73,7581806;-65,31882141;-58,83154066;-53,71902854;-49,88421106;4;9
355;18;67,28762651;76,30343563;79,67180473;79,6063214;79,48310097;71,96967177;64,23705741;58,84133555;-72,79060002;-64,36507707;-57,67283321;-52,94961867;-49,73296837;4,5;10
356;18;68,33313118;75,88438702;81,40122244;80,49411151;76,53030156;72,82372609;64,46796152;57,4588985;-72,31147778;-64,09380525;-57,43146699;-52,97921366;-49,57779305;5;11
357;18;66,82091388;75,71172373;79,6983677;75,75422324;75,25715934;69,83032004;64,12049814;58,37250729;-73,63341083;-65,88356732;-59,66048056;-54,58045917;-50,94831921;5,5;12
358;18;65,84762273;75,00083163;79,68723138;79,7582177;73,80328811;68,43799017;61,20523813;58,4174718;-73,43616891;-64,95410914;-58,56065545;-53,75843296;-50,79889059;6;13
359;18;68,3954786;73,65209851;79,96742466;75,85128344;72,37154578;66,46091322;60,62084723;55,51954058;-74,611863;-66,37146974;-59,51092025;-54,9434359;-52,14432633;6,5;14
360;18;66,33579685;71,15028584;76,32667315;76,88105863;73,51927359;63,39714802;60,32685315;59,589834;-75,72038726;-67,99042101;-61,707523;-57,11305081;-53,64247005;7;15
361;18;66,44201893;78,03356205;82,96870483;88,28756697;79,7914599;69,23752248;65,72200897;58,49187796;-68,76874204;-60,81420515;-53,97330142;-48,87200553;-45,33802039;7,5;16
362;18;68,75163847;81,90968606;84,53349884;89,10047018;83,6367687;75,32696159;67,70587008;58,94744029;-66,07566069;-57,89952695;-51,28999403;-46,72609009;-43,52650974;8;17
363;18;78,70702;79,81447553;84,07951194;81,0438963;77,82013249;72,23659303;65,2593884;58,12404997;-69,50307249;-61,15366638;-54,36348555;-49,65231258;-46,23623187;8,5;18
364;18;69,11228583;76,99685504;81,59134565;82,13515681;78,17220113;69,27592867;64,13271585;56,81532705;-70,61985894;-63,00940913;-56,41038549;-51,5054614;-48,19280956;9;19
365;18;68,46557599;76,22120499;79,92491561;82,38330639;75,15589913;71,8379683;66,43000609;61,72168192;-72,8490389;-64,62038402;-57,73762834;-52,29738934;-48,51768498;9,5;20
366;19;22,17676309;16,85063145;26,69461755;26,27209446;17,07297641;7,388401859;2,222257597;3,849176468;-80,7665736;-70,3089987;-59,42763781;-52,24719896;-48,3015878;0;1
367;19;27,99583771;29,01006727;32,93994263;32,91953818;26,0841365;15,70105688;8,130373933;7,198474591;-63,8646128;-56,5050771;-50,05225421;-45,49801373;-41,87692016;0,5;2
368;19;35,13956669;33,51289248;40,19237152;42,09670142;35,21333061;28,70517063;11,60026761;8,376041152;-57,63962959;-49,40253912;-42,59687323;-37,20623;-33,58251639;1;3
369;19;38,9166478;38,01587553;44,40647437;44,15080001;38,575373;32,81074674;16,45257486;11,39377651;-54,18539922;-45,54807664;-38,96847138;-33,68440482;-30,38752561;1,5;4
370;19;39,86538205;40,84484994;48,06048488;44,73017265;40,15915529;30,7194239;18,76818654;12,73024843;-51,32119857;-43,15030176;-36,32959861;-31,77186452;-28,48973717;2;5
371;19;41,08921683;44,96937801;53,05463544;49,49932565;41,52870472;33,24632059;21,011364;18,19048575;-46,67212694;-38,66773144;-32,41160556;-27,74747845;-24,30578796;2,5;6
372;19;43,0260767;48,73674904;54,71286685;52,26456057;44,28510401;38,60655972;25,07847671;19,33789097;-44,82584171;-36,71590268;-29,91006507;-25,08850202;-21,82607397;3;7
373;19;42,22945773;47,44262841;55,48192329;58,19188838;52,75338854;46,67768699;34,84656584;28,4561838;-40,82467342;-32,6017743;-25,81833745;-21,13322106;-18,16633461;3,5;8
374;19;41,23426493;49,90636041;56,35162369;55,95151281;49,67403287;41,41721085;30,61823482;23,26618542;-42,35019853;-34,03737893;-27,25711714;-22,57456289;-19,34588014;4;9
375;19;44,20078513;50,97110343;57,32523754;56,1275978;49,06634059;43,59194459;33,19056123;23,25889242;-41,45940332;-33,07831048;-26,72658458;-22,20292557;-18,70418853;4,5;10
376;19;42,04719981;48,45375929;58,31896807;53,27810914;48,37125334;39,86472971;27,58956712;20,22549676;-42,35019853;-34,22621005;-27,69589172;-22,9768069;-19,4472653;5;11
377;19;43,49286106;46,97160489;55,63564226;55,59032306;48,1127642;38,71246099;28,15142816;19,08027578;-43,70072323;-35,32974147;-28,69286336;-23,83158657;-19,96455288;5,5;12
378;19;43,74625792;45,67623747;59,65835263;55,27161457;49,84650847;41,13293781;30,92254595;24,50862295;-40,82467342;-32,73856279;-26,25923236;-21,50026338;-18,2396155;6;13
379;19;44,57121243;47,73582525;55,7601825;56,32011199;51,72772809;44,97531237;34,83774318;25,82893973;-40,82467342;-32,91263454;-26,49676274;-22,05978775;-19,00503439;6,5;14
380;19;44,09958407;45,83176607;53,38847285;54,51380164;50,62259791;40,02928144;29,61120336;25,89559633;-43,42115323;-35,4388034;-28,98993909;-24,24939996;-21,05205798;7;15
381;19;45,00294759;45,32538133;54,42960304;54,36698173;48,34018534;37,2586079;26,27356272;26,16278931;-43,70072323;-35,4388034;-29,04608677;-24,49495383;-21,17257174;7,5;16
382;19;45,53866832;49,43601127;59,15739149;56,79890601;49,89961096;41,94465494;32,46739884;23,20537743;-40,27422186;-32,42267745;-25,56818287;-20,94796287;-17,87301422;8;17
383;19;44,17039607;49,97293338;58,84267528;63,47408247;50,06254156;42,57275235;33,72500307;26,47914541;-36,61209147;-28,79076347;-22,41646341;-17,49142313;-14,40948382;8,5;18
384;19;45,24102308;46,99036964;58,5960945;57,71446579;50,97924288;41,45716342;31,78653665;27,56227149;-41,2426319;-33,32061042;-26,44650673;-21,34724537;-17,958508;9;19
385;19;44,99220075;48,47632987;58,72299911;56,53953662;51,43707113;40,30364011;31,11955999;27,33865617;-40,2604563;-32,53417949;-26,24290719;-21,23346151;-18,03427587;9,5;20
386;20;4,637689684;22,80042185;26,18325336;32,16957068;28,70162646;25,13188718;10,69655119;-2,014716784;#NAME?;-90,3089987;-84,28839879;-78,26779887;-70,3089987;0;1
387;20;16,52288137;41,66268522;48,35949318;61,41630708;52,60376661;47,48584926;31,01524411;11,27751548;-50,3089987;-42,00953174;-33,25939883;-25,91861826;-19,0917448;0,5;2
388;20;33,82652714;44,44051513;52,35007613;63,85653153;54,07579686;50,96697378;34,65502311;23,01110089;-39,91243882;-31,6696764;-25,19872444;-20,58038912;-16,87628677;1;3
389;20;20,66634468;43,10334848;49,19609518;56,72547074;63,97311498;58,15641368;37,54247772;15,5128576;-41,94297287;-33,56986396;-26,44372369;-19,99417037;-15,2434673;1,5;4
390;20;24,14920275;39,49313836;47,38667623;54,72459968;50,82073955;46,40650018;27,38381882;12,79300869;-52,46710665;-44,33193717;-37,20623;-30,39629481;-24,43732843;2;5
391;20;16,02586205;41,97252236;45,36902031;51,69874849;56,67536896;49,21915567;34,20535186;12,31281219;-51,41934526;-43,07444198;-35,80710828;-28,71994736;-22,42697266;2,5;6
392;20;18,35176797;40,60667673;50,11718509;57,1391082;51,79233807;47,73682552;36,87173315;17,26571158;-47,20227795;-38,5547794;-32,34546903;-27,22051924;-22,67514793;3;7
393;20;15,24126005;28,0336326;36,78670844;41,05358895;40,40410723;35,66918933;24,02975014;9,545310824;-63,8646128;-55,34523816;-47,83196588;-41,36583807;-36,36441184;3,5;8
394;20;12,46776793;34,10948683;43,45021048;50,33536857;39,21171421;42,6862255;30,35975821;9,43085759;-59,42763781;-51,22414851;-43,5001164;-36,277639;-29,73757365;4;9
395;20;13,60673793;31,15945777;43,19107133;48,46779507;36,36958377;36,59779166;31,86276698;13,26346671;-56,68417395;-48,37079844;-41,09104184;-35,53338753;-31,5086356;4,5;10
396;20;14,41276414;33,54329338;44,07851082;52,46043127;41,40460887;40,33794288;28,51726897;11,19353659;-58,48770656;-50,22257122;-42,85075864;-36,32959861;-30,19680979;5;11
397;20;15,45181492;32,37062655;38,76923911;47,96316781;47,82502501;42,62345942;31,86215389;15,64980292;-54,32218771;-46,01212174;-38,48770656;-32,72995153;-28,51796104;5,5;12
398;20;13,117115;32,01352373;44,39045099;48,58199711;44,7470822;45,95355796;37,46160161;15,84555625;-56,68417395;-48,23292428;-41,36583807;-34,64522488;-29,42604628;6;13
399;20;16,08560879;35,03958639;41,94107483;54,87530666;56,28790937;54,88294845;41,20841286;18,93867618;-47,20227795;-38,57725261;-30,89276648;-24,27104436;-19,82367332;6,5;14
400;20;24,51807893;43,51227755;51,22457375;61,48556216;57,02936816;53,45401556;37,42148055;19,07557241;-45,1554272;-36,64805793;-28,84930381;-21,8555612;-17,20219548;7;15
401;20;26,97559298;43,36472498;60,00092609;60,61193886;53,12180609;52,24897237;37,04864616;20,07102545;-44,24507755;-35,80710828;-27,82543759;-21,06103874;-16,82463979;7,5;16
402;20;19,76929616;43,08488695;58,70546347;59,7134502;52,04979676;50,04586614;38,59189485;16,25242032;-41,64961288;-33,44434314;-26,66070565;-21,8449008;-18,67205275;8;17
403;20;25,66254038;43,16041635;54,57128801;54,39842566;48,46798932;46,30836895;34,91172358;17,33009913;-46,06524661;-38,44327736;-31,79244721;-26,97447759;-23,43688854;8,5;18
404;20;19,03370641;38,62567948;47,47070283;59,18020214;53,0531705;50,6102012;37,70275377;17,15498462;-46,17248118;-37,80274968;-30,89276648;-25,36918471;-21,16044484;9;19
405;20;22,87428851;39,74086108;47,40973845;55,16308809;55,57247056;50,14419543;34,540444;13,49476421;-45,1554272;-37,20623;-30,5022216;-25,57321671;-21,82443729;9,5;20
