ID_g;ID_File;LWD63;LWD125;LWD250;LWD500;LWD1000;LWD2000;LWD4000;LWD8000;P10;P25;P50;P75;P90;Alpha;T
147;7;58,65732618;69,06927316;74,52112218;77,73633141;71,3033773;63,0429387;52,25926684;37,31883494;-62,70477386;-54,602402;-48,23292428;-43,82334959;-40,62300191;8,5;18
148;7;58,15320634;66,66715432;73,8506769;78,52418332;72,59536514;67,84370128;57,47902913;42,01327513;-62,35019853;-54,32218771;-47,96357279;-43,34290144;-40,37040574;9;19
149;7;58,16343485;65,85595709;73,82125967;76,65840261;72,94285456;65,93925382;57,34025113;41,84430402;-63,8646128;-55,6611235;-49,24742983;-44,41967418;-41,2121015;9,5;20
150;8;36,38258913;56,70576649;48,35419699;54,26609313;52,36728149;41,58177045;37,03505271;25,84484166;-55,6611235;-46,21306958;-34,4892292;-25,66432828;-20,86264777;0;1
151;8;38,72785542;54,06955212;47,84816563;56,60494548;45,05509457;41,87444467;41,07871858;38,10156512;-55,98893183;-47,83196588;-39,18294868;-29,44961723;-22,47971046;0,5;2
152;8;35,84348821;43,31979873;38,55946237;41,37651859;38,73587383;34,07924376;39,78004217;34,02340741;-60,7665736;-53,28383172;-45,70002027;-38,94496422;-32,68130556;1;3
153;8;27,00878267;30,28817329;54,01442223;56,36008142;59,9975842;54,65986841;44,84960501;37,63324597;-55,04043883;-41,45940332;-29,36350135;-22,68308624;-18,52788808;1,5;4
154;8;32,91226278;38,13121797;54,84653242;50,18454651;58,23298563;50,82224272;43,64019871;35,17934993;-53,16234877;-44,50830647;-35,10054903;-26,71222014;-20,40088744;2;5
155;8;27,02588205;35,1418985;43,25136721;56,82257699;46,7534648;48,69931481;46,05883986;38,63573172;-58,05332156;-49,88521272;-41,55398744;-31,84671113;-24,37920545;2,5;6
156;8;29,82927286;36,80022732;46,89109283;55,93755343;54,29899173;53,43750681;43,31904451;44,2109966;-50,57356401;-41,36583807;-32,49499254;-25,64907649;-21,47478191;3;7
157;8;30,76290077;42,63749748;50,47733486;56,35228476;48,7352996;49,50858248;44,97449031;47,87869068;-44,33193717;-36,15759518;-29,5684411;-24,98907129;-22,40946431;3,5;8
158;8;28,70531097;40,4648673;47,23708337;46,6930751;48,43477367;43,26767198;38,4341424;41,9222481;-56,32959861;-48,09720449;-40,68014613;-34,17183811;-28,81998432;4;9
159;8;29,54221337;33,32310864;49,98013421;52,44062411;58,48415033;47,30386946;36,70259074;43,53872397;-50,22257122;-40,70885984;-31,58878278;-24,65655644;-20,4147782;4,5;10
160;8;28,71372126;38,19234973;46,7264768;54,41044692;60,68119719;56,31013693;46,87739217;29,85068148;-51,61902967;-41,74630282;-31,55864086;-23,63602357;-18,28692898;5;11
161;8;29,45217345;36,64835091;38,22850434;48,6851121;56,28942486;46,64110396;43,5060375;33,7021483;-64,28839879;-55,6611235;-47,89752008;-37,65985286;-24,24896772;5,5;12
162;8;25,89852372;31,01047731;57,77332339;55,55833915;56,7301456;47,18983257;43,94684132;34,64941759;-57,84401289;-48,72537378;-32,63577;-23,57180228;-19,2873214;6;13
163;8;28,7091556;30,63770387;49,38805457;59,78457288;59,50797537;56,54135914;47,26872275;43,05297724;-43,38193921;-34,81501291;-27,30923011;-21,31634569;-17,19470771;6,5;14
164;8;25,77766039;28,42255044;47,46080459;55,00648819;56,50206871;50,4878883;42,13298598;29,37179989;-51,51861365;-42,00953174;-31,97991973;-24,62151235;-20,27686025;7;15
165;8;25,58131266;26,44472936;48,31353034;57,01435085;51,5772555;39,20401949;36,64396746;21,89709565;-55,50174491;-44,49719917;-32,86587324;-26,81036683;-21,92608172;7,5;16
166;9;21,58001133;19,57297126;25,75139757;27,61685697;28,15176681;21,62112597;10,94156029;5,198714429;-90,3089987;-84,28839879;-72,24719896;-63,8646128;-56,32959861;0;1
167;9;34,48691706;43,00524508;53,63733727;53,26791841;53,02918313;44,8524143;34,50786872;19,73725831;-57,84401289;-49,64052359;-42,14419939;-35,69335319;-30,58162724;0,5;2
168;9;43,06476053;47,79423195;59,0506692;60,09507133;58,6637051;52,97609311;47,1176319;36,24005877;-47,20227795;-38,99204233;-32,50057832;-27,92388091;-24,9234109;1;3
169;9;44,39763194;49,79797477;56,10626285;57,40522626;60,96043966;56,15150677;51,49715747;39,97073466;-47,02194158;-38,96847138;-32,37847435;-27,79286954;-24,88564723;1,5;4
170;9;40,99875957;50,02190494;58,09423043;59,35083763;60,04293099;53,85657853;46,54638519;34,85982683;-47,14174886;-38,99204233;-32,32353495;-27,80588211;-24,60640771;2;5
171;9;40,45813859;50,62553909;57,5596317;58,40525723;58,50967979;51,09560829;40,85134637;27,77213109;-48,440565;-40,48176482;-34,01073507;-29,08937964;-25,8494697;2,5;6
172;9;43,70321572;48,73628317;55,15514244;57,65582702;56,2740436;48,85449207;40,99392799;30,763291;-50,13699526;-41,94297287;-35,22203198;-30,54897477;-27,54231326;3;7
173;9;47,53064938;62,70206192;61,6418016;62,75512897;57,48885509;53,18113068;50,47490431;38,12198179;-45,80281306;-37,43994517;-30,52000235;-25,42345628;-21,37825536;3,5;8
174;9;46,59713359;55,84207506;59,2652032;63,99104384;61,3941587;54,52109579;43,71482443;31,71708008;-44,41967418;-36,20883951;-29,80288139;-25,16503018;-22,05642829;4;9
175;9;44,52395316;53,7425003;59,39272597;60,85341547;57,96134744;50,85059624;43,46162702;32,02471831;-47,57458736;-39,01567741;-32,36745864;-27,51141697;-24,31449562;4,5;10
176;9;43,36105957;48,59727593;54,18636059;57,74711031;55,36974419;49,98370009;43,36755639;34,72229023;-49,80288139;-41,7139531;-35,23733752;-30,90206117;-27,84438339;5;11
177;9;42,76877601;54,14708566;57,36999406;62,78923336;58,54709881;50,97952254;44,88067336;34,90555868;-46,72945975;-38,42114769;-31,90653217;-27,12367208;-23,71697373;5,5;12
178;9;44,35757793;50,6713528;54,07698596;60,7434017;57,463136;52,10725883;43,23563347;32,75326268;-48,79805947;-40,50982911;-34,05073157;-29,34793524;-26,02219064;6;13
179;9;43,99500684;48,67049271;57,36941566;60,0258395;60,31050401;53,79232583;46,45858088;34,21658952;-47,14174886;-39,18294868;-32,71561459;-27,80751051;-24,65655644;6,5;14
180;9;42,48183103;49,43405003;60,70727779;63,72675399;59,93224454;52,95803112;49,79511568;36,99265756;-45,60349443;-37,22546786;-30,52000235;-25,66432828;-22,24658828;7;15
181;9;43,13139344;51,03874913;58,16356088;62,57917676;59,03858947;52,51880241;45,14558555;34,31342765;-47,38643799;-39,20710973;-32,43376346;-27,35547221;-23,65174983;7,5;16
182;9;44,30991137;50,83610156;56,5582971;58,22862895;56,23954236;50,45884759;41,45651146;32,03859338;-49,88521272;-41,68172342;-34,76046225;-29,94331253;-26,84469058;8;17
183;9;44,72809905;53,51538202;58,57759727;62,14825652;60,39801467;53,47935375;48,83684325;35,36083355;-46,17248118;-38,03216226;-31,48871383;-26,63221796;-23,0367591;8,5;18
184;9;44,76774742;50,64943348;61,86902161;64,07634758;61,507216;52,74002266;44,71274384;32,81658858;-43,947732;-35,90581263;-29,481145;-24,93393028;-21,90988373;9;19
185;9;42,58858829;49,11336449;59,230365;62,06005815;61,31515581;55,1324027;43,09209177;32,14516782;-46,22659905;-37,98999767;-31,58878278;-26,70217983;-23,24568268;9,5;20
186;10;17,56201806;26,78777595;26,52613146;18,948295;7,036549691;8,072266737;3,610612727;1,56661315;-90,3089987;-84,28839879;-74,74597369;-66,22659905;-53,0425415;0;1
187;10;25,71763078;42,1191112;45,99232534;47,34827193;43,35426125;39,14418391;27,35272042;14,04634272;-59,18294868;-50,57356401;-41,84408122;-35,48596672;-31,56867655;0,5;2
188;10;28,15822809;48,84000577;56,09299389;57,285404;54,03193143;48,59837058;42,18297646;27,27072805;-45,75126461;-37,49936996;-30,57356401;-25,67960689;-22,02290494;1;3
189;10;29,2922055;51,19427516;53,9857919;56,76206478;54,97241106;48,77089499;42,67569348;28,74212826;-45,2035486;-36,95993964;-30,37876526;-25,55812394;-22,31517829;1,5;4
190;10;27,60514191;48,38622008;54,36390147;55,56534908;54,39812339;53,08366485;47,55761158;29,7334158;-45,44823773;-37,34179848;-30,5556734;-25,77828969;-22,43398589;2;5
191;10;31,3991548;51,49272654;55,49374157;56,89816419;53,26618193;51,47258346;44,69039972;28,65361969;-45,49801373;-37,01615919;-30,3089987;-25,52300912;-22,09311678;2,5;6
192;10;31,76176783;48,69938458;57,2068098;60,43733572;58,86019857;54,13786465;45,92724637;31,71687946;-40,53798437;-32,57636593;-26,25923236;-21,72041341;-18,489934;3;7
193;10;34,01012253;51,47130613;56,73096265;58,47749028;59,65436053;55,67585275;48,68114129;33,01697215;-42,07660458;-34,03737893;-27,55558795;-22,63628133;-19,09652121;3,5;8
194;10;27,49176145;45,04322552;57,49409789;56,71605025;55,06504228;52,89984912;46,37390957;31,07716361;-44,33631294;-36,45206031;-29,77833341;-24,79816493;-21,36242648;4;9
195;10;26,58126031;39,47354845;52,41462307;56,83790144;54,59969585;49,35383688;40,10035257;28,96445292;-45,59842976;-37,80274968;-31,20486795;-26,41455062;-23,10811787;4,5;10
196;10;27,74199868;46,36012623;51,8738561;54,00702702;53,20861578;48,02535527;40,04066171;24,88679971;-48,23292428;-40,37040574;-33,73580077;-28,57468542;-24,6746993;5;11
197;10;28,24649624;44,20733314;56,08986304;61,71756051;55,73165554;54,62075835;44,74586973;28,94569363;-42,45858333;-34,57397026;-27,79937339;-22,78841506;-19,19018994;5,5;12
198;10;28,20818437;41,30865826;57,39859549;59,00493545;59,70261406;53,67440857;47,25333873;31,80407829;-41,84408122;-33,55722993;-27,15382098;-22,2089054;-18,89323799;6;13
199;10;31,33287429;44,10106039;59,08848693;57,2192959;58,31572071;52,84167679;44,58163517;29,71718909;-41,68172342;-33,64605646;-26,962652;-22,4585769;-19,49990643;6,5;14
200;10;30,16182776;43,36684603;52,21946786;54,65649326;55,65831948;51,37342943;47,95907607;28,94961124;-45,80281306;-37,84401289;-31,17602712;-26,30430462;-22,99175439;7;15
201;10;27,46336333;45,13120642;52,44409179;56,18174168;54,75323657;51,10727663;44,6755626;33,32778527;-46,33585696;-38,09579544;-31,27253799;-26,37994787;-22,92839426;7,5;16
202;10;26,68178279;44,08282687;50,11876349;57,81780816;58,27500144;49,94779112;43,40889688;28,65136398;-44,5529641;-36,53615707;-29,80288139;-24,58885626;-20,99242239;8;17
203;10;34,3008967;48,40970891;57,88455421;58,96393557;56,09047366;55,21361946;46,26101576;27,77909948;-44,11639535;-35,88928382;-29,15948122;-24,08239965;-20,24408327;8,5;18
204;10;32,20406531;41,35459976;53,2111308;58,00234891;54,28644188;52,85972545;46,17065691;37,39994743;-45,49801373;-37,53921356;-30,92068045;-25,57321671;-21,91979724;9;19
205;10;29,47478035;39,74781466;57,6712306;59,20294467;58,24388503;55,38489332;46,99440582;35,0552888;-41,64961288;-33,58251639;-27,31230476;-22,7011555;-19,46992921;9,5;20
206;11;47,85332528;63,59904316;66,07198444;64,24642854;55,07667635;45,49752232;38,88408445;32,92802915;-60,7665736;-52,5791842;-43,90607298;-28,07031317;-22,92097043;0;1
207;11;47,96303688;56,18856859;61,34741666;58,41229425;55,48330756;48,95700093;39,2911194;31,35456442;-61,06103874;-53,16234877;-45,90683694;-36,88554184;-29,2397466;0,5;2
208;11;45,97812327;49,06073664;62,18178209;59,90393383;60,15987966;54,85252121;47,00115165;39,90836387;-60,48176482;-52,46710665;-45,44823773;-37,7412201;-28,58892459;1;3
209;11;47,00007055;45,13470142;61,10555825;51,31739374;52,51809203;50,73277354;55,38138608;46,95853408;-56,86704154;-48,72537378;-41,90988373;-35,72570291;-30,72714069;1,5;4
210;11;44,17976477;50,31070539;59,20563973;55,28031251;57,37829882;52,4212797;50,76064453;53,76027706;-55,50174491;-47,81570009;-40,34278762;-34,36364788;-30,35253708;2;5
211;11;45,06919683;50,39574473;55,8665498;53,19649576;47,67068279;42,5751215;43,54300073;37,10426945;-61,06103874;-53,0425415;-44,96556413;-38,20289778;-33,99744373;2,5;6
212;11;40,19470299;41,02109462;37,67557418;36,53060274;33,93140079;33,32053377;27,40396391;21,79420834;-71,22414851;-62,70477386;-55,82348131;-51,22414851;-48,16479931;3;7
213;11;40,94730003;40,99651505;37,60459172;34,39673268;31,71907462;30,24719547;24,70421516;18,99022407;-70,3089987;-62,70477386;-55,82348131;-50,93933973;-47,76690273;3,5;8
214;11;49,75303138;55,46298797;56,00623308;52,57049888;56,17137091;44,18012256;39,69075965;27,55277489;-68,03013165;-59,67942036;-52,80777343;-46,39100565;-33,51943775;4;9
215;11;57,91817483;61,88608465;62,64655948;63,31277619;64,19027888;50,02397965;44,14166378;31,59001882;-47,96357279;-40,07133148;-33,4070379;-28,0770282;-24,02743886;4,5;10
216;11;55,88859825;59,54514753;59,887993;56,65652457;58,03868652;43,40166862;41,11029251;26,36043495;-53,4070379;-45,44823773;-38,53236419;-32,6017743;-28,33612418;5;11
217;11;50,61360833;54,28004752;53,963198;45,56540689;38,32623493;30,28440574;29,45617945;21,24218067;-67,38643799;-58,94496422;-51,72062018;-45,39874534;-38,26779887;5,5;12
218;11;39,94503119;42,01380193;36,29164668;32,11681271;29,61730975;29,62413701;25,27535611;18,2232388;-71,22414851;-62,70477386;-55,98893183;-51,41934526;-48,09720449;6;13
219;11;42,00327076;42,69422651;35,5347444;33,27942924;32,65079735;31,89783336;25,76227944;19,57798347;-69,481145;-62,00953174;-55,04043883;-49,88521272;-46,78717352;6,5;14
220;11;53,27896162;60,56243035;62,63122071;52,96969818;37,76457151;35,34620251;41,31165338;27,29965759;-60,20599913;-51,61902967;-43,8646128;-34,25352419;-27,97618001;7;15
221;11;53,89774759;59,8679208;59,57201782;61,06553636;46,69809251;46,30050429;42,71316849;31,24636567;-58,71332677;-50,39629481;-42,16119724;-32,71561459;-27,87058321;7,5;16
222;11;41,13271376;44,72558533;39,39370923;35,2787508;35,04054133;34,94539094;30,35440124;24,12186824;-68,03013165;-60,20599913;-53,53201688;-48,72537378;-45,59842976;8;17
223;11;50,0040426;55,99740334;57,62273602;58,16494594;49,84406782;42,79200875;38,50192192;30,02231299;-66,22659905;-58,05332156;-50,93933973;-41,87692016;-33,0890707;8,5;18
224;11;51,91187693;62,97436748;62,35716654;60,32919687;57,86869925;48,41180795;52,52281326;53,98682059;-52,15008839;-43,74140663;-36,41689472;-30,85568685;-26,34685872;9;19
225;11;50,1057825;56,45601265;67,71154767;73,44241837;65,58706953;51,72683659;50,72621241;40,39028318;-48,72537378;-39,88623703;-32,0592451;-22,99175439;-16,9059378;9,5;20
226;12;49,34822593;58,42158971;58,60741504;53,48280316;41,71264007;34,90866982;31,55491434;22,80269555;-65,70002027;-57,63962959;-50,48447719;-44,64297413;-39,37814543;0;1
227;12;60,58767772;69,95170529;70,63601555;65,20311247;56,58800916;51,16389927;41,96918363;31,1894309;-50,3089987;-42,63269138;-35,95558864;-30,91136582;-27,14174886;0,5;2
228;12;57,73974854;68,71357667;70,64880726;72,02619597;57,95734152;46,50083741;41,41821034;31,6699919;-53,53201688;-44,64297413;-36,92266109;-30,22257122;-25,43782103;1;3
229;12;50,64981454;69,72447007;70,36219422;71,12821664;60,35824125;50,92287448;44,69811336;31,85373121;-52,46710665;-43,947732;-35,92237296;-29,63248482;-25,91207098;1,5;4
230;12;53,02420002;63,6512781;64,23986613;60,23439395;48,99286306;40,06887339;38,66317141;28,73034993;-58,26779887;-49,88521272;-43,46054508;-38,13847803;-33,89183891;2;5
231;12;52,09620536;63,02262711;64,16292985;61,37730781;48,48912417;40,65632012;36,03671726;27,61056986;-57,43994517;-49,56046874;-42,999239;-37,57924077;-33,65882045;2,5;6
232;12;51,21277502;66,17815856;67,23156947;66,93109132;64,85578361;54,45714484;41,94122385;26,41794583;-59,42763781;-50,39629481;-43,07444198;-35,10054903;-28,83463169;3;7
233;12;54,13036711;64,12647551;66,69104921;65,78299405;56,12871461;43,74823481;38,23888674;28,57092173;-55,82348131;-47,96357279;-40,53798437;-34,9066928;-30,79117597;3,5;8
234;12;53,93856981;62,73583585;65,75072602;65,39821598;59,34423513;45,95358242;34,94638624;23,82236992;-55,82348131;-47,76690273;-40,8685171;-35,90581263;-31,24347197;4;9
235;12;58,00813564;66,034208;65,51775039;64,67241441;56,10664602;41,84522964;33,19120833;23,20847652;-56,5050771;-48,79805947;-41,94297287;-35,75817356;-30,79117597;4,5;10
236;12;58,47057277;67,44502;69,72796686;67,54629099;55,09192711;45,6803989;37,85453864;25,49028436;-54,74597369;-46,61517008;-39,42763781;-32,80777343;-28,16479931;5;11
237;12;49,84143176;61,89845299;61,17196203;59,15828986;45,15063356;34,42482866;32,8482077;21,76654913;-59,9387199;-51,82341298;-44,91873981;-39,62847658;-36,19001631;5,5;12
238;12;49,7684066;60,42264669;60,42583425;58,64258429;46,08717362;39,63116703;31,33774598;20,93606232;-59,9387199;-51,92743685;-45,49801373;-40,53798437;-37,12970185;6;13
239;12;50,51126853;66,06165244;66,88240056;64,56213081;54,13561183;41,29744937;35,30742484;27,46357659;-57,43994517;-48,72537378;-41,94297287;-36,55396517;-31,60893567;6,5;14
240;12;52,57822004;63,62065016;64,11411125;59,25268167;47,88206864;40,44839166;37,37015034;32,57701686;-59,9387199;-51,82341298;-45,25193808;-39,23133817;-34,43319101;7;15
241;12;58,57714631;62,82568241;65,49390096;64,16818525;48,2512059;36,30915429;35,09797311;24,36684719;-60,20599913;-52,24719896;-44,77976262;-37,84401289;-32,21468779;7,5;16
242;12;42,7144526;53,20972809;57,28440839;49,80759002;37,2707202;30,10673858;27,54427886;18,24179921;-71,22414851;-63,46054508;-56,5050771;-50,93933973;-45,39874534;8;17
243;12;55,17615979;63,84448529;63,28950956;57,88661891;44,4020765;34,37436513;28,88949676;20,27156133;-58,26779887;-50,75452659;-43,30403833;-37,57924077;-33,91811999;8,5;18
244;12;53,11828848;64,28311053;63,65324626;58,53713621;48,80859565;37,76923855;32,86921265;24,75704582;-57,05384207;-48,94528146;-42,52567701;-37,43994517;-33,65882045;9;19
245;12;58,3552928;65,64629841;66,73400097;65,92741873;52,22139742;42,275004;34,30731122;23,85476237;-58,05332156;-49,24742983;-40,62300191;-34,32218771;-29,95998411;9,5;20
246;13;9,766166014;8,515973453;16,67852589;12,76381054;5,299627338;-0,246819937;-5,835225926;-4,600628023;-84,28839879;-73,4070379;-64,73392668;-55,19150159;-48,37079844;0;1
247;13;22,28222614;26,70514398;32,08499594;26,20807769;16,43585215;10,96770166;3,251571059;-0,944173297;-57,43994517;-49,01983891;-41,84408122;-36,88554184;-32,97501879;0,5;2
248;13;31,20247974;35,08887277;38,40528645;36,50186374;29,48858997;24,74971132;15,01221657;4,44990141;-49,09504189;-41,00134167;-33,97092191;-28,96758158;-25,39874534;1;3
249;13;37,51381505;42,93404499;47,46918433;43,34924476;36,37172812;32,66306764;25,5706343;8,684043869;-40,01804365;-31,83375948;-25,53052214;-20,8480226;-17,27743019;1,5;4
250;13;36,80029126;48,68486003;51,79342489;47,33709061;39,60830948;33,57943724;24,61309782;8,883279188;-35,25267008;-27,18407489;-20,90078888;-16,52104544;-12,94010732;2;5
251;13;39,51127162;45,25881128;48,08776633;44,90837516;36,87097418;31,94118535;22,68072497;10,78127501;-36,90408164;-29,58440782;-23,6602295;-19,22648707;-16,09463832;2,5;6
252;13;42,40493595;44,55685901;47,14500135;44,73163619;36,89861503;31,73957372;25,34282394;12,97731654;-39,11326231;-31,20486795;-24,44616903;-19,50992187;-15,77119588;3;7
253;13;34,07845837;44,53778216;48,04517096;46,43902183;39,53051025;33,75183099;26,4086608;14,36764136;-37,96899188;-29,94123158;-23,48426623;-18,82837334;-15,64184294;3,5;8
254;13;33,41628725;42,35464952;47,75911042;48,93272867;41,25781499;34,49077316;25,80287818;9,316372683;-37,55920411;-29,30140357;-22,64885805;-18,13847803;-15,19912413;4;9
255;13;30,19189054;45,51474262;52,06520665;50,39943952;42,20764141;36,91225948;31,1263455;20,05030648;-34,86256456;-26,41316354;-20,10614471;-15,58624989;-12,74660901;4,5;10
256;13;38,91556299;49,67542588;54,16479157;50,54589723;44,25989878;37,24867505;28,16843664;14,5494931;-32,98325192;-24,53507349;-18,15989823;-13,73741182;-10,63493996;5;11
257;13;47,21215668;49,58847686;55,68750236;52,13739791;45,95262173;37,96140045;30,23704681;16,98308391;-32,02213556;-23,7373297;-17,2950791;-12,35975594;-8,97726277;5,5;12
258;13;42,38533865;47,87865877;53,0822208;49,7314123;45,05572982;38,27234533;29,0995698;14,12118455;-33,43189025;-25,66432828;-19,18294868;-14,24156371;-11,28224832;6;13
259;13;38,16070555;47,54769419;51,95434892;48,92361031;41,94987843;35,60583569;26,67635565;16,2563703;-34,84790483;-26,92727155;-20,6458145;-15,81529093;-12,91251733;6,5;14
260;13;37,50593398;46,18071208;52,14361934;48,10840537;41,73283425;33,46159323;21,64734268;6,575987577;-34,8347333;-26,92138879;-20,74633014;-16,04759218;-12,91146243;7;15
261;13;32,7900783;45,86243533;51,25029944;49,23273875;44,78220339;38,65762744;27,55234269;11,15258883;-35,13076085;-26,98039642;-20,29878049;-15,84316977;-12,83712371;7,5;16
262;13;38,80944362;48,8817975;52,29253495;50,24554108;45,88750563;40,93287291;30,41969471;13,4849289;-33,76161324;-25,70896652;-19,1204427;-14,42481637;-11,2212537;8;17
263;13;34,71069531;49,84282415;52,44655455;50,45984939;44,98277732;39,14948065;31,63123614;16,29673238;-32,68130556;-24,6474992;-18,52788808;-14,35118904;-11,58606598;8,5;18
264;13;36,31608241;45,19585981;48,96240831;48,8839225;43,02174775;36,37847568;25,36958148;12,44321928;-36,26038797;-28,33612418;-21,74630282;-17,35058789;-14,36364788;9;19
265;13;34,25514656;46,15172509;50,49362916;48,96886782;40,4479665;36,35279572;29,12362227;9,150226098;-35,66273349;-27,79937339;-21,41249471;-16,95620458;-13,61410125;9,5;20
266;14;17,71919808;28,58449301;27,74086115;22,69677926;11,89206106;9,196888475;6,135250412;6,427417721;-90,3089987;-80,7665736;-71,22414851;-59,42763781;-52,03272165;0;1
267;14;34,12295965;46,71655641;45,85028832;41,30975795;35,14858343;36,21181818;29,46718687;16,48711981;-58,94496422;-50,48447719;-43,82334959;-38,37705679;-33,296074;0,5;2
268;14;43,50580917;56,29406015;57,14058571;54,33094282;46,36392701;46,68558108;38,16816439;23,94599101;-46,55858428;-38,73049257;-32,02213556;-26,82780254;-22,36062785;1;3
269;14;50,11180352;60,46693994;58,95105319;54,94351102;49,1802889;47,11495067;38,80052351;25,72964725;-43,0367591;-34,65954622;-27,74747845;-22,85167895;-19,73580579;1,5;4
270;14;45,50564616;56,64658516;53,9618251;48,27419068;45,52487199;45,14364932;34,96687009;22,01591619;-46,7929835;-38,85156666;-31,86487315;-27,15986334;-24,08664185;2;5
271;14;47,60691022;60,46897609;58,57060475;52,62860104;45,38801108;43,57576439;38,16878243;27,45365847;-43,6602295;-35,26802974;-28,6103272;-23,90191804;-20,22230046;2,5;6
272;14;41,83538007;53,89933;51,80506794;44,11671083;36,30423909;32,75596697;30,32836741;19,92639151;-50,66357404;-42,52567701;-35,59702071;-30,22257122;-27,0457712;3;7
273;14;40,95904325;54,7558449;53,5019022;47,01504222;43,49543181;43,99445126;39,92100715;27,52962133;-50,13699526;-42,28098788;-35,08549548;-29,38690295;-25,42791186;3,5;8
274;14;44,30807002;57,67851301;56,2612523;46,35872308;44,11438668;46,03188406;40,34529945;30,24072938;-44,96556413;-37,30284824;-30,91136582;-26,28652076;-22,89133836;4;9
275;14;45,42990261;58,93632727;55,06783475;47,65726951;42,91054631;45,00278177;40,65792884;30,20505032;-44,96556413;-37,01615919;-30,67262656;-25,92779205;-22,70839374;4,5;10
276;14;51,03657056;63,87064698;59,42262804;52,84689572;46,15682589;42,51496462;38,84311874;29,4139932;-39,1108662;-31,53360656;-25,0599769;-20,63725276;-18,21583926;5;11
277;14;52,13095551;64,83576588;63,54964246;58,40362917;52,99554844;51,56953397;45,61735022;35,45780731;-39,50742996;-30,49334486;-23,42508438;-18,45048171;-15,59702071;5,5;12
278;14;47,80747564;60,31784097;57,25069186;51,32001911;43,35646694;44,07240742;36,02981809;25,08958958;-44,50830647;-36,19172445;-29,45748845;-24,6746993;-21,05804412;6;13
279;14;47,3773304;56,48314081;53,50695554;49,01654858;43,02183436;44,06722034;36,59920946;24,34093393;-48,44759814;-39,88623703;-33,12623275;-27,23879891;-23,77409111;6,5;14
280;14;48,04035393;56,62657911;49,0269415;43,18959358;41,04199102;40,33693974;41,91074392;29,02147714;-48,09720449;-39,96508074;-33,56986396;-28,94528146;-25,25193808;7;15
281;14;45,94892245;55,31178319;49,50610754;43,69003839;37,30584836;38,54758193;36,22371116;30,2583977;-50,57356401;-41,90988373;-34,53149638;-29,58440782;-26,4520764;7,5;16
282;14;46,89214379;58,06110965;53,80063771;47,11610916;42,73837621;38,51011039;32,21488078;20,47095953;-47,20227795;-39,20710973;-32,6017743;-27,87780182;-23,98539672;8;17
283;14;43,78923862;55,26108355;48,93065417;44,67996205;37,42397605;40,25083789;35,32560479;24,61506518;-49,32463825;-41,45940332;-34,89195847;-30,04382539;-26,79876243;8,5;18
284;14;45,99015449;57,52837503;57,18785187;47,96234072;41,91146329;42,64150921;37,05539847;27,82491214;-46,01212174;-37,63962959;-31,19524369;-26,62084899;-23,165172;9;19
285;14;47,28782207;59,04912086;56,42959327;49,87261851;44,58874254;43,73502203;38,26029962;24,74230623;-45,2035486;-37,03498019;-30,13699526;-25,47806909;-22,37768946;9,5;20
286;15;56,5056042;65,76455003;67,43446891;71,38850575;66,66676327;59,5383858;53,31526399;41,90234016;-59,67942036;-51,72062018;-45,10757094;-40,31525705;-36,84858056;0;1
287;15;58,22732245;68,5567752;70,20610698;74,44162535;67,74206741;59,29903889;51,69486606;39,94015264;-57,05384207;-48,87135855;-42,35019853;-37,22546786;-34,06410476;0,5;2
288;15;55,9777377;67,10164047;70,36042236;72,78235971;67,72819255;58,30997971;49,98321639;37,57942339;-58,48770656;-50,3089987;-43,42115323;-38,48770656;-35,08548244;1;3
289;15;56,0791141;66,55012449;71,75935074;72,65396163;68,8515015;59,21296052;53,05220619;39,73050075;-57,84401289;-49,64052359;-42,85075864;-37,88547306;-34,47518572;1,5;4
290;15;56,6849683;64,49048917;67,06627262;70,47087045;67,5582407;60,79156733;50,4961638;38,02578078;-60,20599913;-52,13929832;-45,1554272;-40,50982911;-37,1106747;2;5
291;15;56,00442766;64,87505383;66,74943807;70,35439001;63,9585443;55,61147631;48,54787272;37,35558972;-61,06103874;-53,0425415;-46,22659905;-41,27326999;-37,78014037;2,5;6
292;15;56,72236687;62,77290549;66,52924502;71,56761377;69,38336116;58,60834052;47,02977619;36,48954529;-58,94496422;-51,12817085;-44,33193717;-39,78221315;-36,39936517;3;7
293;15;57,46768459;66,00229907;69,27590781;70,93218056;69,01899054;60,09207859;51,97639465;37,75619107;-58,71332677;-50,66357404;-44,07392148;-39,15885466;-35,87278639;3,5;8
294;15;57,31422119;65,9692621;68,46167549;71,79334656;65,94641849;58,15963701;49,09246117;36,3863223;-59,67942036;-51,51861365;-44,73392668;-39,80810256;-36,24317114;4;9
295;15;57,05119273;64,46158887;71,09297932;73,40602619;74,19234073;66,55694868;56,4629475;40,77397186;-55,34523816;-47,14174886;-40,56623119;-35,80710828;-32,5791842;4,5;10
296;15;58,1885569;68,47284284;71,35294491;74,0395565;71,11507614;63,88092003;56,34395191;40,15218628;-55,50174491;-47,51141697;-40,97164629;-36,52282152;-33,25817975;5;11
297;15;57,66699039;64,37081808;69,37879956;71,33111643;68,91200585;61,13224949;53,99078017;38,27720971;-57,63962959;-49,56046874;-43,42115323;-39,03937699;-35,75817356;5,5;12
